Nf,Ne,Np,maxAR,minAf,maxAf,minLe,maxLe,maxNonOrtho,avgNonOrtho,maxSkew,maxSkVec
80,241,162,29.9037232706063,1.602999222960927e-09,2.492395504202281e-08,8.715692971395106e-06,0.0003714835206272251,0.4605854464261956,0.1789362888303467,0.07173937495869075,1.455006886271518e-06
